students 709
s 0 阿克力江 186 
i -1 
t -1 
p -1 
s 2 诸葛睿 100 
i -1 
t -1 
p -1 
s 3 林浩博 110 
i -1 
t -1 
p -1 
s 1 梁成杰 190 
i -1 
t -1 
p -1 
s 4 董博 199 
i -1 
t -1 
p -1 
s 5 奚晓晓 175 
i -1 
t -1 
p -1 
s 6 李皓 177 
i -1 
t -1 
p -1 
s 7 何毅伟 174 
i -1 
t -1 
p -1 
s 8 王子晨 145 
i -1 
t -1 
p -1 
s 9 余笑震 176 
i -1 
t -1 
p -1 
s 10 杭胜 165 
i -1 
t -1 
p -1 
s 11 桂海 188 
i -1 
t -1 
p -1 
s 12 劳庆 185 
i -1 
t -1 
p -1 
s 13 劳贝永 153 
i -1 
t -1 
p -1 
s 14 周卡信 199 
i -1 
t -1 
p -1 
s 15 谷蕊 141 
i -1 
t -1 
p -1 
s 16 阳淳咏 176 
i -1 
t -1 
p -1 
s 17 禹歌民 163 
i -1 
t -1 
p -1 
s 18 卢固 141 
i -1 
t -1 
p -1 
s 19 童无力 162 
i -1 
t -1 
p -1 
s 20 桂清 143 
i -1 
t -1 
p -1 
s 21 平无有 126 
i -1 
t -1 
p -1 
s 22 武易民 123 
i -1 
t -1 
p -1 
s 23 储锦 186 
i -1 
t -1 
p -1 
s 24 成寒 139 
i -1 
t -1 
p -1 
s 25 柳娣 132 
i -1 
t -1 
p -1 
s 26 禹上馨 196 
i -1 
t -1 
p -1 
s 27 宰父江 129 
i -1 
t -1 
p -1 
s 28 红金先 164 
i -1 
t -1 
p -1 
s 29 潘无榕 124 
i -1 
t -1 
p -1 
s 30 宗素 133 
i -1 
t -1 
p -1 
s 31 良拓金琳 156 
i -1 
t -1 
p -1 
s 32 韩世 145 
i -1 
t -1 
p -1 
s 33 盛光 129 
i -1 
t -1 
p -1 
s 34 仇孝克 124 
i -1 
t -1 
p -1 
s 35 高娅 184 
i -1 
t -1 
p -1 
s 36 诸中蕊 192 
i -1 
t -1 
p -1 
s 37 通咏 165 
i -1 
t -1 
p -1 
s 38 官司无媛 163 
i -1 
t -1 
p -1 
s 39 苏爽 180 
i -1 
t -1 
p -1 
s 40 狐钟康 177 
i -1 
t -1 
p -1 
s 41 柳易娅 161 
i -1 
t -1 
p -1 
s 42 史荷 173 
i -1 
t -1 
p -1 
s 43 严建 187 
i -1 
t -1 
p -1 
s 44 曾马凝 141 
i -1 
t -1 
p -1 
s 45 侯诸卡贵 152 
i -1 
t -1 
p -1 
s 46 双聪 141 
i -1 
t -1 
p -1 
s 47 迟公鸣 140 
i -1 
t -1 
p -1 
s 48 干天 192 
i -1 
t -1 
p -1 
s 49 项珠 199 
i -1 
t -1 
p -1 
s 50 宰父林 157 
i -1 
t -1 
p -1 
s 51 胡好茂 167 
i -1 
t -1 
p -1 
s 52 彭慧 126 
i -1 
t -1 
p -1 
s 53 弘月 188 
i -1 
t -1 
p -1 
s 54 李歌荔 164 
i -1 
t -1 
p -1 
s 55 詹九天 141 
i -1 
t -1 
p -1 
s 56 齐义风 164 
i -1 
t -1 
p -1 
s 57 陶天 195 
i -1 
t -1 
p -1 
s 58 丘左福 141 
i -1 
t -1 
p -1 
s 59 卫加若 154 
i -1 
t -1 
p -1 
s 60 王智霄 162 
i -1 
t -1 
p -1 
s 61 霍金玉 127 
i -1 
t -1 
p -1 
s 62 古林 196 
i -1 
t -1 
p -1 
s 63 甄电芸 171 
i -1 
t -1 
p -1 
s 64 时保 187 
i -1 
t -1 
p -1 
s 65 强玉志 151 
i -1 
t -1 
p -1 
s 66 衡晶 136 
i -1 
t -1 
p -1 
s 67 幸加妍 170 
i -1 
t -1 
p -1 
s 68 丁筠 174 
i -1 
t -1 
p -1 
s 69 盛晶 141 
i -1 
t -1 
p -1 
s 70 胡岩 140 
i -1 
t -1 
p -1 
s 71 祁美 123 
i -1 
t -1 
p -1 
s 72 洪钰莎 139 
i -1 
t -1 
p -1 
s 73 洪融 160 
i -1 
t -1 
p -1 
s 74 邴艳 154 
i -1 
t -1 
p -1 
s 75 戴世 178 
i -1 
t -1 
p -1 
s 76 邵琴 136 
i -1 
t -1 
p -1 
s 77 路义馥 174 
i -1 
t -1 
p -1 
s 78 朱上和 160 
i -1 
t -1 
p -1 
s 79 丁义素 186 
i -1 
t -1 
p -1 
s 80 孔好眉 129 
i -1 
t -1 
p -1 
s 81 蔡生 129 
i -1 
t -1 
p -1 
s 82 娄卡梁 162 
i -1 
t -1 
p -1 
s 83 舒贝悦 178 
i -1 
t -1 
p -1 
s 84 门南文 138 
i -1 
t -1 
p -1 
s 85 车玉媛 157 
i -1 
t -1 
p -1 
s 86 骆胜 128 
i -1 
t -1 
p -1 
s 87 姚信娟 181 
i -1 
t -1 
p -1 
s 88 雷兴 185 
i -1 
t -1 
p -1 
s 89 宁笑时 131 
i -1 
t -1 
p -1 
s 90 席无茂 132 
i -1 
t -1 
p -1 
s 91 俞义博 161 
i -1 
t -1 
p -1 
s 92 韩笑思 159 
i -1 
t -1 
p -1 
s 93 跋夹易珍 192 
i -1 
t -1 
p -1 
s 94 张易园 150 
i -1 
t -1 
p -1 
s 95 井蕊 178 
i -1 
t -1 
p -1 
s 96 孙卡惠 157 
i -1 
t -1 
p -1 
s 97 范无嘉 193 
i -1 
t -1 
p -1 
s 98 迟公卡冰 190 
i -1 
t -1 
p -1 
s 99 尹加露 174 
i -1 
t -1 
p -1 
s 100 左信艺 169 
i -1 
t -1 
p -1 
s 101 唐蓓 185 
i -1 
t -1 
p -1 
s 102 叔申仪 127 
i -1 
t -1 
p -1 
s 103 郁义锦 123 
i -1 
t -1 
p -1 
s 104 袁珊 188 
i -1 
t -1 
p -1 
s 105 楚加友 181 
i -1 
t -1 
p -1 
s 106 桂琼 155 
i -1 
t -1 
p -1 
s 107 弓金珍 174 
i -1 
t -1 
p -1 
s 108 钟朋 164 
i -1 
t -1 
p -1 
s 109 谷歌昌 133 
i -1 
t -1 
p -1 
s 110 通智学 143 
i -1 
t -1 
p -1 
s 111 田中 197 
i -1 
t -1 
p -1 
s 112 幸金贞 166 
i -1 
t -1 
p -1 
s 113 庄哲 197 
i -1 
t -1 
p -1 
s 114 车广 144 
i -1 
t -1 
p -1 
s 115 邱忠海 123 
i -1 
t -1 
p -1 
s 116 容康 197 
i -1 
t -1 
p -1 
s 117 宣宁 184 
i -1 
t -1 
p -1 
s 118 周上磊 187 
i -1 
t -1 
p -1 
s 119 游荷 130 
i -1 
t -1 
p -1 
s 120 姜晓 126 
i -1 
t -1 
p -1 
s 121 侯璐 154 
i -1 
t -1 
p -1 
s 122 黄信芸 127 
i -1 
t -1 
p -1 
s 123 包进 193 
i -1 
t -1 
p -1 
s 124 孙仲瑾 173 
i -1 
t -1 
p -1 
s 125 冯凯翠 148 
i -1 
t -1 
p -1 
s 126 康上园 193 
i -1 
t -1 
p -1 
s 127 车贝婕 163 
i -1 
t -1 
p -1 
s 128 汪炎 196 
i -1 
t -1 
p -1 
s 129 童被龙 157 
i -1 
t -1 
p -1 
s 130 伍苑 142 
i -1 
t -1 
p -1 
s 131 昌思 179 
i -1 
t -1 
p -1 
s 132 谷龙 130 
i -1 
t -1 
p -1 
s 133 居都邦 172 
i -1 
t -1 
p -1 
s 134 张忠厚 188 
i -1 
t -1 
p -1 
s 135 秦磊 139 
i -1 
t -1 
p -1 
s 136 彭都之 169 
i -1 
t -1 
p -1 
s 137 滑器茂 162 
i -1 
t -1 
p -1 
s 138 房无君 184 
i -1 
t -1 
p -1 
s 139 缪器瑗 149 
i -1 
t -1 
p -1 
s 140 董信伦 133 
i -1 
t -1 
p -1 
s 141 沈黛 194 
i -1 
t -1 
p -1 
s 142 穆礼可 195 
i -1 
t -1 
p -1 
s 143 侯昭 134 
i -1 
t -1 
p -1 
s 144 裴中聪 166 
i -1 
t -1 
p -1 
s 145 尹被兴 124 
i -1 
t -1 
p -1 
s 146 林礼霄 155 
i -1 
t -1 
p -1 
s 147 东玉竹 150 
i -1 
t -1 
p -1 
s 148 潘礼胜 171 
i -1 
t -1 
p -1 
s 149 丁上元 157 
i -1 
t -1 
p -1 
s 150 包璧 171 
i -1 
t -1 
p -1 
s 151 杨金永 184 
i -1 
t -1 
p -1 
s 152 黎馨 183 
i -1 
t -1 
p -1 
s 153 盛芝 198 
i -1 
t -1 
p -1 
s 154 蔡瑶 180 
i -1 
t -1 
p -1 
s 155 幸贝松 192 
i -1 
t -1 
p -1 
s 156 戴浩 149 
i -1 
t -1 
p -1 
s 157 尹上燕 165 
i -1 
t -1 
p -1 
s 158 东门凯榕 148 
i -1 
t -1 
p -1 
